age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y 
39,blue-collar,married,secondary,no,276,no,no,cellular,9,334,2,-1,0,unknown,yes
28,self-employed,single,secondary,no,1536,no,no,cellular,15,294,3,-1,0,unknown,no
55,management,married,primary,no,199,yes,yes,cellular,10,192,1,-1,0,unknown,no
34,unemployed,married,secondary,no,978,no,no,cellular,24,132,1,-1,0,unknown,yes
36,technician,married,secondary,no,696,yes,no,cellular,5,590,5,-1,0,unknown,no
36,self-employed,married,tertiary,no,943,no,no,cellular,20,115,3,-1,0,unknown,no
55,entrepreneur,divorced,tertiary,no,1730,no,no,cellular,22,156,3,-1,0,unknown,no
48,blue-collar,divorced,secondary,no,4597,yes,no,cellular,10,285,1,-1,0,unknown,no
52,unemployed,married,unknown,no,83,yes,no,unknown,11,26,29,-1,0,unknown,no
75,retired,divorced,primary,no,3881,yes,no,cellular,4,136,3,-1,0,unknown,yes
30,admin.,married,secondary,no,312,yes,no,cellular,20,476,3,-1,0,unknown,no
59,services,single,secondary,no,739,no,no,cellular,14,408,1,-1,0,unknown,yes
51,services,married,secondary,no,393,yes,yes,cellular,30,111,8,-1,0,unknown,no
53,management,married,tertiary,no,9072,no,no,cellular,18,117,2,-1,0,unknown,no
25,admin.,single,tertiary,no,1141,yes,no,cellular,5,718,1,347,1,failure,no
54,blue-collar,married,secondary,no,2957,yes,no,unknown,4,392,2,-1,0,unknown,no
51,unemployed,married,primary,no,1162,yes,no,cellular,25,2015,1,-1,0,unknown,yes
39,self-employed,married,tertiary,no,0,no,no,unknown,11,904,4,-1,0,unknown,no
26,technician,single,secondary,no,68,no,yes,cellular,8,141,3,-1,0,unknown,no
77,management,married,unknown,no,1780,yes,no,cellular,23,361,2,182,5,success,yes
43,management,divorced,tertiary,no,2367,no,no,cellular,1,114,1,38,2,other,yes
44,blue-collar,single,primary,no,-234,yes,yes,cellular,15,71,3,347,1,failure,no
44,unemployed,single,tertiary,no,7822,yes,no,telephone,2,20,1,-1,0,unknown,no
56,admin.,married,secondary,no,374,no,no,cellular,20,193,4,-1,0,unknown,no
41,technician,married,secondary,no,1297,no,no,unknown,6,82,1,-1,0,unknown,no
54,retired,married,secondary,no,3538,no,no,cellular,27,820,1,-1,0,unknown,yes
48,technician,married,secondary,no,141,yes,yes,unknown,6,424,1,-1,0,unknown,no
50,blue-collar,divorced,primary,no,155,yes,yes,cellular,18,58,1,-1,0,unknown,no
40,services,married,secondary,no,0,yes,no,cellular,24,139,1,-1,0,unknown,no
30,student,single,tertiary,no,228,yes,no,cellular,13,314,2,-1,0,unknown,yes
46,blue-collar,married,secondary,no,1109,yes,no,cellular,19,221,12,-1,0,unknown,no
49,admin.,divorced,secondary,no,168,yes,yes,unknown,8,513,1,-1,0,unknown,yes
40,housemaid,married,secondary,no,1783,yes,yes,cellular,19,130,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,0,yes,no,unknown,6,262,1,-1,0,unknown,no
42,unemployed,married,unknown,no,970,yes,no,telephone,21,691,10,-1,0,unknown,yes
52,technician,married,secondary,no,5303,yes,no,unknown,19,133,1,-1,0,unknown,yes
45,management,married,tertiary,no,1529,no,no,cellular,30,160,1,-1,0,unknown,no
54,management,married,tertiary,no,203,no,no,cellular,21,70,1,-1,0,unknown,no
28,services,single,secondary,no,234,no,no,unknown,9,107,3,-1,0,unknown,no
44,admin.,married,secondary,no,205,no,no,cellular,3,289,1,-1,0,unknown,yes
40,admin.,married,secondary,no,732,no,no,cellular,9,71,1,139,4,success,no
35,management,single,tertiary,no,1422,yes,yes,cellular,20,28,7,272,3,other,no
37,blue-collar,married,secondary,no,-83,yes,no,cellular,18,179,4,-1,0,unknown,no
52,blue-collar,married,secondary,no,1027,no,no,cellular,23,59,1,-1,0,unknown,no
30,management,single,tertiary,no,398,no,no,cellular,27,102,1,180,3,success,yes
36,self-employed,married,tertiary,no,2517,no,no,unknown,11,117,2,-1,0,unknown,no
31,management,single,unknown,no,1023,no,yes,cellular,9,219,1,-1,0,unknown,no
29,student,married,tertiary,no,10596,yes,no,cellular,12,143,1,-1,0,unknown,no
53,technician,divorced,primary,no,1443,yes,no,unknown,14,476,1,-1,0,unknown,yes
34,technician,divorced,tertiary,no,1242,yes,no,unknown,29,578,3,-1,0,unknown,no
41,blue-collar,divorced,secondary,no,793,yes,no,cellular,15,123,1,365,1,failure,no
55,management,married,tertiary,no,86,no,no,telephone,16,64,1,-1,0,unknown,no
38,management,single,tertiary,no,5244,no,no,cellular,8,310,4,-1,0,unknown,no
32,management,married,tertiary,no,3696,no,no,unknown,21,315,3,-1,0,unknown,no
54,management,married,tertiary,no,55,yes,no,cellular,2,112,2,-1,0,unknown,no
46,blue-collar,married,primary,no,564,yes,no,cellular,29,124,2,-1,0,unknown,no
46,services,married,primary,no,179,yes,no,unknown,5,1778,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,61,yes,no,cellular,5,525,1,-1,0,unknown,yes
30,management,single,tertiary,no,232,no,no,cellular,15,219,1,91,1,success,yes
42,technician,married,tertiary,no,1079,no,no,cellular,31,61,2,-1,0,unknown,no
37,management,married,secondary,no,66,yes,no,cellular,20,86,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,315,no,no,cellular,4,146,3,-1,0,unknown,yes
47,blue-collar,married,secondary,no,4709,no,no,cellular,22,78,4,-1,0,unknown,no
56,technician,married,secondary,no,589,yes,no,unknown,29,535,2,-1,0,unknown,yes
54,housemaid,divorced,tertiary,no,9,no,yes,cellular,29,136,3,-1,0,unknown,no
48,blue-collar,divorced,secondary,yes,296,no,yes,unknown,16,144,4,-1,0,unknown,no
55,management,divorced,tertiary,no,2625,yes,no,cellular,5,286,1,252,3,failure,no
38,management,married,tertiary,no,5506,no,no,cellular,20,74,1,-1,0,unknown,no
31,admin.,single,secondary,no,119,no,no,cellular,7,80,1,-1,0,unknown,no
36,management,married,tertiary,no,61,no,yes,cellular,19,452,2,-1,0,unknown,no
47,blue-collar,married,primary,no,-301,yes,no,cellular,5,277,1,-1,0,unknown,no
24,student,single,tertiary,no,235,no,no,cellular,9,98,1,92,1,success,yes
41,blue-collar,married,primary,no,381,no,no,unknown,25,305,4,-1,0,unknown,no
42,entrepreneur,married,secondary,no,-480,yes,yes,unknown,2,351,6,-1,0,unknown,no
34,management,married,tertiary,no,813,yes,no,cellular,28,114,3,-1,0,unknown,no
53,retired,married,secondary,no,340,yes,no,unknown,12,138,1,-1,0,unknown,no
49,entrepreneur,divorced,tertiary,no,1145,yes,yes,cellular,6,36,4,-1,0,unknown,no
59,management,married,tertiary,no,0,no,no,cellular,27,87,4,-1,0,unknown,no
31,management,single,tertiary,no,12569,no,no,cellular,9,344,1,295,1,failure,yes
36,admin.,married,secondary,no,953,yes,no,cellular,17,80,1,81,2,failure,no
28,student,single,secondary,no,459,no,no,cellular,16,83,13,-1,0,unknown,no
26,technician,single,tertiary,no,-67,yes,no,cellular,15,637,1,-1,0,unknown,yes
34,unemployed,married,tertiary,no,822,no,no,unknown,1,11,1,-1,0,unknown,no
45,services,married,secondary,no,-406,yes,yes,cellular,21,276,2,-1,0,unknown,no
35,management,married,secondary,no,0,yes,no,cellular,15,490,5,-1,0,unknown,no
34,self-employed,divorced,unknown,no,28,no,yes,cellular,8,245,1,-1,0,unknown,no
58,retired,married,unknown,no,9004,no,no,cellular,21,891,4,-1,0,unknown,yes
52,technician,married,secondary,no,371,yes,yes,cellular,21,453,1,183,3,success,yes
32,technician,single,secondary,no,271,yes,no,cellular,13,80,2,268,2,other,no
47,blue-collar,married,secondary,no,912,no,no,telephone,28,118,9,-1,0,unknown,no
47,blue-collar,married,primary,no,584,yes,yes,cellular,14,337,2,-1,0,unknown,no
55,admin.,married,secondary,no,0,no,no,cellular,29,88,2,-1,0,unknown,no
55,admin.,married,secondary,no,139,no,no,cellular,30,241,1,-1,0,unknown,yes
40,self-employed,married,secondary,no,311,yes,no,unknown,20,723,2,-1,0,unknown,no
53,blue-collar,married,secondary,no,-31,no,no,cellular,21,82,8,-1,0,unknown,no
34,services,single,secondary,no,194,yes,yes,cellular,15,149,1,268,2,other,no
35,management,single,tertiary,no,51,no,no,cellular,18,90,5,-1,0,unknown,no
44,blue-collar,single,primary,no,142,yes,no,cellular,9,668,1,-1,0,unknown,no
30,technician,single,secondary,no,323,no,no,cellular,25,116,1,151,3,failure,no
35,entrepreneur,married,secondary,yes,204,yes,no,unknown,6,424,2,-1,0,unknown,no
52,admin.,married,secondary,no,423,yes,yes,cellular,20,139,2,96,7,failure,no
31,blue-collar,married,secondary,no,557,yes,yes,unknown,27,185,1,-1,0,unknown,no
33,admin.,married,secondary,no,680,yes,no,cellular,6,265,1,-1,0,unknown,no
35,admin.,single,secondary,no,2452,yes,no,unknown,5,91,2,-1,0,unknown,no
54,housemaid,single,secondary,no,1213,no,no,cellular,12,241,1,-1,0,unknown,yes
70,retired,divorced,primary,no,482,no,no,telephone,14,372,1,196,2,success,yes
67,management,married,tertiary,no,405,no,no,cellular,10,344,2,95,2,success,yes
44,services,divorced,secondary,no,20,no,no,unknown,9,98,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,205,yes,yes,unknown,29,313,2,-1,0,unknown,no
28,services,married,secondary,no,0,yes,no,telephone,14,62,7,-1,0,unknown,no
31,technician,single,tertiary,no,1109,no,no,cellular,5,642,1,167,2,failure,yes
29,unemployed,divorced,tertiary,no,1718,yes,no,cellular,18,579,2,-1,0,unknown,no
42,entrepreneur,married,secondary,no,0,yes,no,cellular,9,331,1,140,4,failure,yes
27,services,single,secondary,no,331,yes,no,unknown,13,203,2,-1,0,unknown,no
35,management,married,tertiary,no,38,no,no,cellular,26,194,8,-1,0,unknown,no
39,unemployed,married,secondary,no,0,yes,no,unknown,20,191,1,-1,0,unknown,no
51,admin.,single,secondary,no,1994,no,no,unknown,18,771,2,-1,0,unknown,yes
35,services,married,secondary,no,4170,yes,no,unknown,20,1777,1,-1,0,unknown,yes
47,services,divorced,unknown,no,973,no,no,cellular,27,489,1,479,1,failure,yes
42,management,divorced,tertiary,no,238,no,no,cellular,25,692,1,-1,0,unknown,yes
45,blue-collar,single,primary,no,4289,yes,no,unknown,9,400,1,-1,0,unknown,no
30,services,married,secondary,no,-27,yes,no,cellular,18,65,1,-1,0,unknown,no
88,retired,married,primary,no,648,no,no,telephone,3,318,1,-1,0,unknown,no
40,management,divorced,tertiary,no,862,yes,no,cellular,13,98,2,-1,0,unknown,no
59,admin.,married,secondary,no,145,yes,no,telephone,12,556,2,287,13,success,yes
40,unemployed,married,primary,no,1908,yes,no,cellular,5,1661,2,-1,0,unknown,yes
31,services,single,secondary,no,1015,no,no,cellular,29,100,1,-1,0,unknown,no
26,technician,single,tertiary,no,11862,no,no,cellular,13,119,1,-1,0,unknown,yes
45,admin.,married,secondary,no,740,no,yes,cellular,19,109,2,-1,0,unknown,no
46,management,married,tertiary,no,1038,yes,yes,unknown,15,200,3,-1,0,unknown,no
54,blue-collar,married,secondary,no,2059,yes,no,cellular,25,177,4,-1,0,unknown,no
32,admin.,married,secondary,no,59,yes,no,cellular,6,345,1,-1,0,unknown,no
35,technician,married,secondary,no,198,no,no,cellular,27,282,13,-1,0,unknown,no
30,management,married,tertiary,no,4948,no,no,cellular,21,376,2,-1,0,unknown,no
28,admin.,single,secondary,no,-281,yes,no,cellular,8,144,4,340,4,other,no
31,student,single,secondary,no,3511,no,no,cellular,6,311,1,96,1,success,yes
38,services,married,secondary,no,4392,no,no,cellular,18,23,2,110,2,failure,no
33,blue-collar,single,secondary,no,179,no,no,cellular,14,244,7,-1,0,unknown,no
32,housemaid,divorced,secondary,no,-613,yes,no,cellular,15,266,2,-1,0,unknown,no
60,retired,married,primary,no,174,yes,yes,cellular,2,157,2,252,1,failure,no
32,blue-collar,married,secondary,no,4,yes,yes,cellular,8,173,1,-1,0,unknown,no
34,services,married,secondary,no,87,no,no,cellular,5,33,1,-1,0,unknown,no
59,retired,married,primary,no,213,no,no,cellular,27,184,3,-1,0,unknown,no
54,unemployed,married,tertiary,no,1180,no,no,cellular,19,394,2,-1,0,unknown,no
36,technician,divorced,tertiary,no,1381,no,no,cellular,2,149,1,-1,0,unknown,no
40,admin.,married,secondary,no,0,no,no,cellular,28,496,2,182,11,success,yes
59,blue-collar,divorced,primary,no,989,no,no,cellular,20,125,2,-1,0,unknown,yes
42,management,single,tertiary,no,145,no,no,cellular,26,174,2,-1,0,unknown,no
52,services,divorced,secondary,no,0,no,no,cellular,31,530,3,-1,0,unknown,no
41,admin.,married,secondary,no,0,yes,no,cellular,17,595,2,-1,0,unknown,no
37,admin.,divorced,secondary,no,1573,yes,no,cellular,12,639,3,326,10,failure,no
28,unemployed,single,primary,no,236,no,no,cellular,6,460,3,-1,0,unknown,no
30,self-employed,single,unknown,no,-142,yes,no,cellular,18,144,1,-1,0,unknown,no
33,management,married,tertiary,no,23,yes,yes,cellular,6,150,1,-1,0,unknown,no
60,retired,married,tertiary,no,2868,no,no,unknown,20,42,7,-1,0,unknown,no
46,management,married,tertiary,no,1103,yes,no,cellular,13,185,2,278,3,failure,no
36,blue-collar,married,secondary,no,753,yes,no,unknown,12,351,1,-1,0,unknown,no
59,blue-collar,married,primary,no,699,no,no,cellular,28,98,1,154,6,failure,no
39,management,married,secondary,no,-473,yes,no,cellular,6,318,1,-1,0,unknown,no
38,services,married,secondary,no,934,yes,no,cellular,14,715,1,-1,0,unknown,yes
55,retired,married,primary,no,150,no,no,cellular,8,124,1,-1,0,unknown,no
28,unemployed,single,tertiary,no,1010,yes,no,cellular,6,911,1,336,2,failure,no
37,admin.,divorced,tertiary,no,4708,no,no,cellular,2,238,1,181,2,success,yes
36,self-employed,single,tertiary,no,1240,no,no,cellular,31,812,3,-1,0,unknown,yes
51,management,married,tertiary,no,0,no,no,unknown,7,302,1,-1,0,unknown,yes
26,admin.,single,secondary,no,140,yes,no,cellular,15,103,5,-1,0,unknown,no
52,blue-collar,married,secondary,no,372,yes,no,cellular,8,478,1,-1,0,unknown,no
38,admin.,married,secondary,no,-728,yes,no,cellular,11,333,1,-1,0,unknown,no
57,unemployed,divorced,secondary,no,3,no,no,cellular,20,77,3,-1,0,unknown,no
39,services,married,secondary,no,0,no,no,cellular,7,333,5,-1,0,unknown,no
33,technician,single,secondary,no,338,yes,no,cellular,29,105,4,-1,0,unknown,no
36,student,single,tertiary,no,129,no,no,cellular,28,918,1,93,1,success,yes
30,admin.,married,secondary,yes,23,no,yes,cellular,4,149,2,-1,0,unknown,no
27,services,single,tertiary,no,9965,yes,no,cellular,22,662,1,-1,0,unknown,no
59,technician,married,secondary,no,116,no,no,cellular,11,268,1,183,7,success,yes
48,management,single,tertiary,no,648,yes,no,cellular,31,462,2,-1,0,unknown,no
31,services,single,secondary,no,258,yes,no,cellular,18,409,3,-1,0,unknown,no
31,technician,single,tertiary,no,1320,no,no,cellular,4,377,1,-1,0,unknown,no
40,technician,single,secondary,yes,45,no,yes,cellular,29,261,1,182,23,other,no
29,management,single,tertiary,no,0,yes,no,unknown,6,211,1,-1,0,unknown,no
33,entrepreneur,married,unknown,no,73,yes,no,cellular,11,156,1,263,2,failure,no
34,technician,single,secondary,no,174,no,no,telephone,11,259,4,-1,0,unknown,no
28,admin.,married,secondary,no,568,yes,no,cellular,4,11,6,252,4,other,no
43,management,married,secondary,no,-26,yes,no,unknown,16,343,1,-1,0,unknown,no
26,self-employed,single,tertiary,no,3044,yes,yes,cellular,17,550,1,325,1,other,no
50,entrepreneur,married,tertiary,no,2410,no,no,cellular,21,65,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,283,yes,yes,unknown,29,37,3,-1,0,unknown,no
44,entrepreneur,married,tertiary,no,121,no,no,cellular,9,248,1,91,1,success,yes
28,technician,single,secondary,no,1417,yes,no,unknown,28,491,1,-1,0,unknown,no
72,admin.,married,primary,no,2321,no,no,cellular,12,200,6,122,6,other,no
32,technician,divorced,secondary,no,1097,yes,no,unknown,12,298,2,-1,0,unknown,no
58,management,divorced,tertiary,no,577,no,no,unknown,15,1244,3,-1,0,unknown,no
37,admin.,single,secondary,no,0,no,no,unknown,28,17,13,-1,0,unknown,no
37,blue-collar,married,secondary,no,-141,yes,yes,unknown,29,76,3,-1,0,unknown,no
47,entrepreneur,divorced,tertiary,no,178,no,no,cellular,4,291,1,-1,0,unknown,no
44,technician,divorced,secondary,no,-329,yes,no,unknown,7,171,1,-1,0,unknown,no
31,technician,single,secondary,no,2,no,yes,cellular,11,104,4,-1,0,unknown,no
33,management,single,tertiary,no,224,no,no,cellular,23,342,2,107,2,success,yes
34,technician,divorced,secondary,no,49,no,no,cellular,8,142,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,1660,yes,no,unknown,6,259,1,-1,0,unknown,no
49,management,married,tertiary,no,1887,no,no,cellular,18,244,3,-1,0,unknown,no
31,student,single,tertiary,no,64,no,no,cellular,2,261,2,-1,0,unknown,yes
52,management,married,primary,no,48,no,no,unknown,9,135,2,-1,0,unknown,no
30,technician,married,secondary,no,-280,yes,no,cellular,17,609,2,266,2,failure,no
40,admin.,married,secondary,no,260,yes,no,cellular,13,306,1,181,5,success,yes
56,blue-collar,married,secondary,no,605,no,yes,cellular,27,157,6,-1,0,unknown,no
29,blue-collar,married,secondary,no,832,yes,no,unknown,16,228,2,-1,0,unknown,no
29,management,single,tertiary,no,0,yes,no,unknown,30,539,12,-1,0,unknown,yes
32,services,single,secondary,no,1940,yes,no,unknown,23,215,2,-1,0,unknown,no
40,management,single,tertiary,no,157,yes,no,unknown,15,68,2,-1,0,unknown,no
50,self-employed,divorced,tertiary,no,13,yes,no,cellular,20,76,1,-1,0,unknown,yes
45,admin.,divorced,secondary,no,0,no,no,cellular,29,264,1,-1,0,unknown,yes
34,services,single,secondary,no,215,no,no,cellular,28,56,5,-1,0,unknown,no
53,technician,single,secondary,no,-165,yes,no,cellular,9,89,1,-1,0,unknown,no
41,services,divorced,tertiary,no,1583,yes,no,cellular,9,662,1,-1,0,unknown,yes
42,technician,married,secondary,no,297,no,no,unknown,20,65,1,-1,0,unknown,no
41,entrepreneur,married,secondary,no,8491,yes,no,cellular,18,929,1,-1,0,unknown,yes
42,admin.,married,secondary,no,105,no,no,unknown,11,1159,4,-1,0,unknown,yes
39,admin.,divorced,secondary,no,952,yes,no,unknown,16,62,1,-1,0,unknown,no
38,blue-collar,married,primary,no,-537,yes,no,unknown,2,171,1,-1,0,unknown,no
40,self-employed,married,tertiary,no,1603,no,no,unknown,17,279,1,-1,0,unknown,no
32,unemployed,single,secondary,no,71,no,no,cellular,28,233,1,-1,0,unknown,no
33,admin.,single,secondary,no,892,yes,no,unknown,21,151,1,-1,0,unknown,no
44,blue-collar,divorced,primary,no,25,yes,no,cellular,13,201,1,344,7,failure,no
22,student,single,secondary,no,120,no,no,cellular,7,245,5,-1,0,unknown,no
30,technician,single,secondary,no,148,yes,yes,cellular,15,115,5,-1,0,unknown,no
33,self-employed,single,tertiary,no,658,yes,no,cellular,21,307,1,208,1,success,yes
29,blue-collar,married,secondary,no,1,yes,no,unknown,6,215,1,-1,0,unknown,no
24,blue-collar,single,primary,no,174,yes,no,cellular,18,22,3,-1,0,unknown,no
26,blue-collar,married,secondary,no,-11,yes,yes,cellular,17,1150,3,-1,0,unknown,yes
52,admin.,married,secondary,no,1746,no,no,cellular,30,142,9,-1,0,unknown,no
66,management,married,tertiary,no,2169,no,no,cellular,7,282,1,-1,0,unknown,no
38,management,divorced,tertiary,no,714,yes,no,cellular,7,163,2,-1,0,unknown,no
46,entrepreneur,divorced,secondary,no,2514,yes,no,cellular,20,68,2,-1,0,unknown,no
44,blue-collar,married,primary,no,2470,no,no,telephone,21,19,1,-1,0,unknown,no
44,blue-collar,married,unknown,no,189,yes,no,unknown,26,175,3,-1,0,unknown,no
30,self-employed,single,secondary,no,192,no,no,cellular,22,423,1,-1,0,unknown,no
50,unemployed,married,tertiary,no,377,no,no,cellular,6,283,1,319,3,failure,no
19,student,single,primary,no,245,no,no,telephone,10,98,2,110,2,other,no
36,blue-collar,married,primary,yes,-1168,yes,no,unknown,29,216,7,-1,0,unknown,no
43,blue-collar,married,primary,no,2952,no,no,cellular,3,417,2,95,1,other,yes
43,entrepreneur,divorced,tertiary,no,1756,no,no,unknown,17,89,1,-1,0,unknown,no
35,management,married,tertiary,no,8000,no,no,cellular,13,331,1,90,3,success,yes
43,retired,divorced,primary,no,5805,no,no,cellular,13,111,5,-1,0,unknown,no
51,management,single,tertiary,no,4305,yes,no,cellular,4,126,1,-1,0,unknown,no
50,admin.,divorced,primary,no,8583,yes,no,cellular,19,59,1,-1,0,unknown,no
33,management,married,tertiary,no,436,yes,no,unknown,7,48,1,-1,0,unknown,no
23,services,single,secondary,no,870,no,no,cellular,6,316,4,-1,0,unknown,yes
61,retired,married,secondary,no,2917,no,no,cellular,6,215,1,-1,0,unknown,yes
43,unemployed,married,primary,no,731,no,no,cellular,29,360,4,-1,0,unknown,no
37,management,married,tertiary,no,-70,yes,no,cellular,25,386,2,-1,0,unknown,no
39,management,married,tertiary,no,1425,yes,no,cellular,12,775,3,-1,0,unknown,yes
57,retired,married,primary,no,3518,yes,no,cellular,25,626,3,-1,0,unknown,yes
51,unemployed,married,secondary,no,636,no,no,cellular,30,321,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,1324,yes,no,telephone,25,119,1,89,2,other,no
60,housemaid,married,primary,no,2580,no,no,telephone,4,15,5,-1,0,unknown,no
60,technician,married,tertiary,no,131,no,no,cellular,12,139,6,-1,0,unknown,no
26,student,single,secondary,no,3090,no,no,cellular,26,379,1,339,1,failure,no
49,management,single,tertiary,no,2555,no,yes,cellular,24,263,2,-1,0,unknown,no
56,services,married,primary,no,486,no,yes,telephone,21,1877,1,-1,0,unknown,yes
60,technician,divorced,secondary,no,0,no,no,unknown,6,105,1,-1,0,unknown,no
49,admin.,married,secondary,no,0,yes,yes,unknown,3,50,3,-1,0,unknown,no
51,technician,married,secondary,no,117,no,no,cellular,24,467,2,88,4,other,yes
31,technician,married,secondary,no,-720,yes,no,unknown,17,638,16,-1,0,unknown,no
35,services,married,secondary,no,59,yes,no,unknown,5,1077,1,-1,0,unknown,no
58,self-employed,married,secondary,no,28318,yes,no,cellular,14,168,2,-1,0,unknown,no
42,technician,married,secondary,no,440,yes,no,cellular,3,13,5,-1,0,unknown,no
46,technician,married,secondary,no,3434,no,yes,cellular,27,115,1,-1,0,unknown,yes
86,retired,divorced,unknown,no,157,no,no,telephone,7,147,1,-1,0,unknown,no
44,technician,divorced,secondary,no,316,yes,no,cellular,21,163,3,-1,0,unknown,no
41,technician,divorced,unknown,no,143,no,no,unknown,20,141,4,-1,0,unknown,no
31,technician,single,tertiary,no,2530,yes,no,cellular,16,60,1,342,1,failure,no
62,blue-collar,married,secondary,no,272,no,no,cellular,11,146,1,286,2,failure,yes
47,housemaid,divorced,primary,no,617,no,no,telephone,29,119,7,-1,0,unknown,no
34,services,divorced,secondary,no,1281,no,no,cellular,5,237,1,-1,0,unknown,no
38,management,divorced,tertiary,no,1149,yes,no,cellular,14,91,4,-1,0,unknown,no
43,blue-collar,married,primary,no,2047,yes,no,unknown,13,163,2,-1,0,unknown,no
42,management,married,tertiary,no,2819,yes,no,cellular,18,149,2,-1,0,unknown,no
49,services,married,secondary,no,725,no,yes,unknown,14,70,1,-1,0,unknown,no
50,services,single,secondary,no,1716,yes,no,cellular,7,272,1,-1,0,unknown,no
32,housemaid,married,primary,no,1349,yes,no,cellular,7,132,2,-1,0,unknown,no
54,management,married,tertiary,no,292,no,no,unknown,12,120,1,-1,0,unknown,no
60,self-employed,married,secondary,no,3105,no,no,telephone,28,178,4,-1,0,unknown,no
34,management,single,tertiary,no,13014,no,no,cellular,12,637,1,183,1,success,yes
52,entrepreneur,married,tertiary,no,0,no,no,unknown,19,163,3,-1,0,unknown,no
39,self-employed,married,tertiary,no,3201,no,no,unknown,6,197,2,-1,0,unknown,no
52,management,married,tertiary,no,1065,yes,yes,cellular,21,224,2,175,1,failure,no
27,blue-collar,single,secondary,no,535,no,no,cellular,16,265,3,95,4,success,yes
39,technician,married,tertiary,no,206,no,no,cellular,20,148,2,195,2,success,yes
57,technician,married,primary,no,67,no,no,unknown,5,67,1,-1,0,unknown,no
60,technician,married,secondary,no,2639,yes,no,unknown,14,483,2,-1,0,unknown,no
64,retired,married,secondary,no,4787,no,no,cellular,28,392,1,182,1,success,yes
52,management,married,secondary,no,596,yes,no,cellular,29,113,1,188,1,other,no
49,blue-collar,married,primary,no,284,yes,no,unknown,19,81,1,-1,0,unknown,no
32,blue-collar,married,primary,no,885,yes,no,unknown,21,127,2,-1,0,unknown,no
39,technician,married,secondary,no,7137,yes,no,unknown,27,151,7,-1,0,unknown,no
63,management,married,tertiary,no,3115,no,no,cellular,16,432,5,-1,0,unknown,yes
45,blue-collar,divorced,secondary,no,0,no,no,unknown,6,422,5,-1,0,unknown,no
29,blue-collar,single,primary,no,722,yes,no,cellular,15,78,1,359,1,failure,no
55,management,divorced,tertiary,no,1598,no,no,cellular,22,607,4,-1,0,unknown,no
32,management,single,tertiary,no,46,no,no,cellular,21,788,6,-1,0,unknown,yes
42,blue-collar,married,primary,no,201,yes,no,cellular,30,841,1,85,2,failure,yes
28,services,single,secondary,no,1636,yes,no,cellular,18,97,1,355,2,failure,no
51,admin.,married,secondary,no,423,yes,yes,cellular,16,95,1,-1,0,unknown,no
40,housemaid,married,secondary,no,541,yes,no,cellular,30,431,2,-1,0,unknown,no
58,unknown,single,secondary,no,311,no,no,unknown,6,248,2,-1,0,unknown,no
87,retired,divorced,primary,no,6746,no,no,telephone,21,749,1,-1,0,unknown,yes
55,technician,divorced,tertiary,no,0,no,no,cellular,17,134,2,91,1,success,yes
26,blue-collar,single,secondary,no,154,yes,no,cellular,18,1010,2,356,2,failure,no
34,housemaid,single,secondary,no,1408,yes,no,unknown,23,245,1,-1,0,unknown,no
29,services,single,secondary,no,-271,yes,no,unknown,4,578,1,-1,0,unknown,yes
51,blue-collar,married,secondary,no,528,yes,no,cellular,17,324,3,-1,0,unknown,no
27,admin.,married,secondary,no,-97,yes,no,unknown,18,1528,2,-1,0,unknown,yes
38,management,single,tertiary,no,171,yes,yes,cellular,6,60,1,272,3,failure,no
27,services,single,secondary,no,-151,no,no,cellular,8,283,2,-1,0,unknown,no
26,student,single,tertiary,no,294,no,no,cellular,4,208,2,-1,0,unknown,yes
46,admin.,married,secondary,no,664,no,no,cellular,5,295,2,-1,0,unknown,no
54,technician,married,secondary,no,25,yes,no,telephone,2,88,3,-1,0,unknown,no
24,blue-collar,married,secondary,no,1470,yes,no,cellular,12,212,1,-1,0,unknown,no
54,services,married,unknown,no,324,no,no,cellular,29,124,11,-1,0,unknown,no
34,services,married,secondary,no,302,yes,no,unknown,7,124,1,-1,0,unknown,no
57,management,married,tertiary,no,75,no,no,cellular,28,260,5,-1,0,unknown,no
51,housemaid,divorced,secondary,no,9228,no,no,cellular,18,655,4,-1,0,unknown,yes
53,admin.,married,tertiary,no,5094,no,no,cellular,5,114,1,-1,0,unknown,no
41,self-employed,single,tertiary,no,3950,yes,no,unknown,30,96,2,-1,0,unknown,no
28,services,single,secondary,no,168,yes,no,cellular,7,128,1,-1,0,unknown,no
46,blue-collar,married,primary,no,1483,yes,no,unknown,14,174,3,-1,0,unknown,no
34,services,divorced,secondary,no,380,yes,yes,cellular,25,102,2,-1,0,unknown,no
36,services,married,secondary,no,924,yes,yes,cellular,20,173,4,-1,0,unknown,no
32,blue-collar,single,secondary,no,1291,yes,no,cellular,7,223,1,293,1,failure,no
54,retired,married,primary,no,1925,no,no,unknown,19,348,3,-1,0,unknown,no
